Serial_No,Drug_Name,Batch_No,Manufacturing_Date,Expiry_Date,Manufacturer,Failure_Reason,Laboratory,Drawn_By,Remarks,Status,Source,Document,Risk_Level
125,Glav it Syrup 200ml,GLV-233,Apr-24,Sep-25,"M/s. Glacier Pharmaceutical Pvt Ltd. G-5, MIDC, Industrial area Amaravati-444605",The content of Thiamine Hydrochloride(i.e. 63.8% of the labelled amount) and the content of Cyanocobalamin (i.e 13.34% of the labelled amount) in the sample are less than the permissible limit.,"FDA Lab , Mumbai",,,NSQ,State Laboratory,STATE NSQ  June -2025.pdf,Medium
126,Glav it Syrup100ml,GLV-230,Mar-24,Aug-25,"M/s. Glacier Pharmaceutical Pvt Ltd. G-5, MIDC, Industrial area Amaravati-444605",The content of Thiamine Hydrochloride(i.e. 74.7% of the labelled amount) and the content of Cyanocobalamin (i.e 11.92% of the labelled amount) in the sample are less than the permissible limit.,"FDA Lab , Mumbai",,,NSQ,State Laboratory,STATE NSQ  June -2025.pdf,Medium
127,Elze fen-P (Aceclofenac & Paracetamol Tablets),PC24021,Mar-24,Feb-26,"M/s Prochem Pharmaceuticals Pvt., Ltd., 140-141, Makkanpur, Bhagwanpur, Roorkee, Distt.- Haridwar,(Uttarakhand)-247661",Assay of Aceclofenac,"Central Drugs Laboratory, 3, Kyd Street, Kolkata- 700016",,,NSQ,State Laboratory,STATE NSQ  June -2025.pdf,Medium
128,Onv in-4 MD Tablets (Ondansetron Orally Disintegrating Tablets IP 4 mg),RV24012,May-24,Apr--2026,"M/s Rivpra Formulation Pvt., Ltd., Plot No.8, Sector-6A, IIE, SIDCUL, Haridwar-249403",Test for Related Substances,"Central Drugs Laboratory, 3, Kyd Street, Kolkata- 700016",,,NSQ,State Laboratory,STATE NSQ  June -2025.pdf,Medium
129,EBD ORS(Oral Rehydration Salts IP),825220,Feb-25,Jan-27,"Mfg. by- M/s Syndicate Pharma, 185/B-1, 187/A & 188, Sector F, Sanwer Road, Industrial Area, Indore(M.P.)-452015, Mkt. by M/s Elder Bio Drugs Pvt. Ltd., Plot No. 15/1, Pipliya Kumar, 1B-1st Floor, 37-A, Mangal Compound, Dewas Naka, Lasudia Mori, Pincode- 452010",Uniformity of weight,"State Drug Testing Laboratory, Jharkhand",,,NSQ,State Laboratory,STATE NSQ  June -2025.pdf,Medium
130,ORS (Oral Rehydration Salts IP),P0831,Apr-24,Mar-26,"M/s Quest Laboratories Limited, Plot No. 45, Sector-III, Pithampur, Dist.- Dhar-454775(M.P.)",Uniformity of weight,"State Drug Testing Laboratory, Jharkhand",,,NSQ,State Laboratory,STATE NSQ  June -2025.pdf,Medium
1,Ranitidine Injection IP- 2ML,HLI352C,Mar-24,Feb-26,"M/s. Himalaya Meditek Pvt Ltd, Plot No.35&36 Pharmacity, Selaqui Industrial Area, Dehradun - 248197",Sample does not conform to requirement for Assay,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
2,Gentamicin Injection IP- 2ML,24BUH85,Aug-24,Jul-26,"M/s. SVP Life Sciences, C/10-1, Sara Industrial Estate, Selequi, Dehradun.",Sample does not conform to the requirement for pH,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
3,Betamethasone Valerate Ointment IP 0.1% w/w,B73,Aug-24,Jul-26,"M/s.Syndicate Pharma, 185/B, 185/B-1, 187/A & 188 Sector - F, Sanwer Road, Indore-452015.",Sample does not conform to IP specification for Betamethasone Valerate Ointment with respect to the content of Betamethasone in Betamethasone Valerate,"Drugs Testing Laboratory, Chennai-06",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
4,Calcium and Vitamin D3 Tablets (Elprocal),NBT-230543,Jan-24,Dec-25,"M/s.Soft Touch Pharmaceuticals India Ltd, Plot No.8, Industrial Area, Waknaghat, Distt. Solan (H.P)-173234",Sample does not conform to IP specification for Calcium and Vitamin D3 Tablets with respect to the identification and content of Vitamin D3,"Drugs Testing Laboratory, Madurai-19",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
5,Gentamicin Injection I.P- 2ml,HLI624F,Jun-24,May-25,"M/s.Himalaya Meditek Pvt Ltd, Plot No.35&36, Pharmacity, Selaqui Industrial Area, Dehradun - 248 197",Sample does not conform to the requirement for pH.,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
6,Atorvastatin Tablets IP 10mg,CT240237A,Jul-24,Jun-25,"M/s.Candour Pharmaceuticals, Vill. OGLI,",Sample does not conform to IP specification for,"Drugs Testing Laboratory, Chennai-06",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
7,Glibenclamide Tablets IP 5mg,NHD24411A,Jul-24,Jul-25,"M/s.Nest Healthcare Private limited, Plot No.300, G.I.D.C, Odhav, Ahmedabad- 382415(GUJ.), India.",Sample does not conform to IP specificaion for Glibenclamide Tablets with respec to Dissolution,"Drugs Testing Laboratory, Chennai-06",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
8,Amoxycillin and Potassium Clavulanate Oral Suspension RIGHTCLAV 228.5 Dry Syrup,ACAG24001E,Apr-24,Sep-25,"M/s.J.M.Laboratories, Village Bhanat, PO-Ghatti, Subathu Road, Solan (H.P)-173211",Sample does not conform to IP specification for Amoxycillin and Potassium Clavulanate oral suspension with respect to pH and the content of Clavulanic Acid in Potassium Clavulanate diluted,"Drugs Testing Laboratory, Madurai-19",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
9,Glimepiride Tablets IP 1mg,PGG24-012,Aug-24,Jul-26,"M/s.Pondchy Pharmaceuticals, R.S.No.218/4, 218/5, Odiampet, Manaveli Road, Villianur Commune, Puducherry, 605110.",Sample does not conform to IP specification for Glimepiride Tablets with respect to Dissolution,"Drugs Testing Laboratory, Chennai-06",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
10,Axid 200 (Sucralfate Oral Suspension),624-470,Jun-24,May-26,"M/s.Zee Laboratories Ltd, Behind 47, Industrial Area, Paonta Sahib, 173025",Sample does not conform with respect to General requirements for liquid dosage form.,"Drugs Testing Laboratory, Chennai-06",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
11,Fenacin (Diclofenac Diethylammonium + Methyl Salicylate + Menthol Gel),DG2402,Apr-24,Mar-26,"M/s.Johnson & Smith Co, B- 48, III Stage, Peenya Industrial Estate, Bangalore, 560058",Sample does not conform to Label claim with respect to the content of Methyl Salicylate,"Drugs Testing Laboratory, Chennai-06",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
12,Phenytoin Sodium Injection USP-2ml,45PSA138,May-24,Apr-26,"M/s.SPM Drugs (P) Ltd, Bhavani-638301",Sample does not conform to the requirement for assay,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
13,"Manoril-BR Syrup (Terbutaline Sulphate, Bromhexine HCL, Guaiphenesin and Menthol Syrup)",ASL24199,Oct-24,Sep-26,"M/s.AASSK Pharmaceuticals Pvt. Ltd, S.No.243/2, Plot No.9, Dr.Ambedkar Street, Kozhumanivakkam Village, Mangadu, Chennai-600122",Sample does not conform to Label claim with respect to the content of Bromhexine Hydrochloride,"Drugs Testing Laboratory, Chennai-06.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
14,"Entcof Syrup (Ambroxol Hydrochloride, Guaiphenesin,Terbutaline Sulphate Syrup)",MMR-344,Mar-24,Feb-26,"M/s.Mediguard Remedies, R.S.No.106/1, Perambai Village, Vanur Tk, Villupuram Dt,605110. Tamilnadu, India.",Sample does not conform to Label claim with respect to the,"Drugs Testing Laboratory, Chennai-06.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
,,,,,,,,,,,,,
15,Nifedipine Sustained Release Tablets IP 10 mg,NF24007,Aug-24,Jan-26,"M/s.Eurokem Laboratories Pvt ltd, C-25, SIDCO Pharmaceutical Complex, Alathur, Thiruporur, 603110.",Sample does not conform to IP specification for Nifedipine Sustained Release Tablets with respect to the content of Nifedipine,"Drugs Testing Laboratory, Madurai-19",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
16,Albendazole tablets IP 400mg,T24/006A,Dec-24,Nov-26,"M/s. Samkem, 15-B & 10-B, A.K.V.N. Industrial Area, Rangwasa, Rao, Indore - 453331(M.P). Madhya Pradesh.",Sample does not meet the Specifications wrt. Dissolution Test as per IP.,"State Lab, Drugs Control Laboratory, Telangana.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
17,Albendazole tablets IP 400mg,T24/021A,Dec-24,Nov-26,"M/s. Samkem, 15-B & 10-B, A.K.V.N. Industrial Area, Rangwasa, Rao, Indore - 453331(M.P). Madhya Pradesh.",The sample does not comply with respect to Dissolution Test as per IP 2022,"State Lab, Drugs Control Laboratory, Telangana.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
18,"Norfloxacin Tablets I.P.400mg,",4,Feb-25,Jul-26,"M/s.Stride Organics Private Limited, Sy. No. 265/P, Kondapur (Vill.) Ghatkesar, Medchal District. (T.G), Telangana.",The sample does not comply with respect to Dissolution Test as per IP.,"State Lab, Drugs Control Laboratory, Telangana.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
19,"Gutwell Suspension, Bacillus clausii 2 billion spores/5ml",PSB-B00225,Jan-25,Dec-27,"M/s.Prosafe Biologicals LLP Survey No:237/EE/1, Mallepalle (V), Kondapur (M), Sangareddy Dist - 502295, Telangana.",Total viable count found Less than 2 billion spores/5ml.,"State Lab, Drugs Control Laboratory, Telangana.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
20,"Bacillus clausii Bakteriya shtammining polireist Suspension, Bacillus clausii Bakteriya shtammining polirezistent 2mlrd. Tirik bakteriyalar/5ml",PSB-B00125,Jan-25,Dec-26,"M/s. Prosafe Biologicals LLP Survey No:237/EE/1, Mallepalle (V), Kondapur (M), Sangareddy Dist - 502295, Telangana. Mrkt: Humaniqe Biopharmaceuticals, Private Limited, 12-1-16, Plot NO: 49, 402, 4-qavat, Naga chambers, waltair main road, Vishakapatnam - 530002.",Total viable count found Less than 2 billion spores/5ml.,"State Lab, Drugs Control Laboratory, Telangana.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
21,Azithromycin Oral Suspension,A004,Dec-23,Nov-25,"M/s. Smith & Kenner Pharmaceuticals Pvt.Ltd, H.No.2-51, Survey No.72/1, Tatti annaram Village, Hayathnagar Mandal, R.R. Dist. Telangana. India.",The label of the drug should be mentioned as Azithromycin Oral suspension IP. But the letters IP is not m e n t io n e d o n t h e l a b e l .,"State Lab, Drugs Control Laboratory, Telangana.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
22,"Amoxycillin & Potassium Clavulanate for Oral Suspension,",UPS-245C,Jan-24,Jun-25,"M/s.Ultra Drugs Pvt.Ltd, Plot NO. 1315-1318, VPO Manpura, Baddi - Nlagarh Road, Dist. Solan, H.P-174 101 Himachal Pradesh. Mrkt: KRV Life Sciences, # 122, Padmanagar, Bhiwandi, Mumbai - 421 303.",The drug product Amoxcycillin and potassium Clavulanate for Oral suspension is o f f i c i a l i n t h e c u r r e n t edition of IP 2022. But the designation in conjiction with the product title Amoxycillin and Potassium Clavulanate for Oral suspension IP is not mentioned on the product Label.,"State Lab, Drugs Control Laboratory, Telangana.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
23,"Pantoprazole Gastro- Resistant Tablets IP 40 mg,",431,Nov-24,Apr-26,"M/s.Stride Organics Pvt Limited, Survey No. 265/P, Kondapur, Ghatkesar, Medchal District, T.S. Telangana.","The drug failed to indicate the common name of the color contained in the drug on t h e label of the product, as required by Rule 127(2) of the Drugs Rules, 1945. It was mentioned on the label as Approved Colours Used.","State Lab, Drugs Control Laboratory, Telangana.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
24,"Ambroxol Hydrochloride, Terbutaline sulphate, Guaiphenesin & Menthol syrup (TEXORIL-AM Syrups),",MXS-9081,Nov-23,Oct-25,"M/s. Maxtra Laboratoriestifindustrialpark, Plot No. 105, 105a, 105b, 1st , 2nd, 3rd Floors, Dandumalkapur Vill, Choutuppal Mandal, Tadadri- Bhongir Dist, 508252 Telangana. Mrkt: Trophomed Health Care, House NO.: C-35, Door No: 8-3-222/8/3, Madhura Nagr, S.R. Nagar, Hyderabad - 500038.","The drug failed to indicate the common name of the color contained in the drug on the label of the product, as required by Rule 127(2) of the Drugs R u l e s, 1945. It was mentioned on the label as Approved Colours used.","State Lab, Drugs Control Laboratory, Telangana.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
25,Zaflox-OZ Tablet,TLT-6938,Feb-24,Jan-26,"M/s.Taksa Lifescience E-47, Industrial Area , Focal Point Derabassi Distt Mohali Mrk. By : Ryze Lifecare A.O Plot No. 51 , Industrial Area Phase-2 , Chandigarh 160002",1.The sample fails in the Dissolution Test of Ofloxacin IP & Ornidazole IP 2.The sample does not conform to the Assay content of Ofloxacin IP 3.The sample is also found Misbranded as Ofloxacin and Ornidazole Tablets are not been shown official as per I.P 2022,Modern Drug Testing Laboratory Kathua (J&K),,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
26,Maxirest –LP Tablets,MPT23365,Mar-24,Feb-26,"M/s.Micro Organics Pharmaceuticals (India)Pvt Ltd , Ogli Suket Road Kala Amb Sirmour (HP) Mrk. By : Bioglare Pharmaceuticals 379A , Plot No. 108 Top Floor Sector 39 West Maloya Chandigarh 160025",The sample fails in the test for Description of tablets,Modern Drug Testing Laboratory Kathua (J&K),,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
27,Neo-Chloranton,T-3750,Dec-23,Nov-25,"M/s.New Gayzel Pharmaceuticals 6/4 Modern Industrial Estate Bahadurgarh - 124507 Mrk. By : Remedies Pharmaceuticals (India) Pvt Ltd 107A &B Aradhana Bhawan Azadpur Commercial Complex , Delhi 110033",The sample fails in the test for Description & Disintegration test of tablets,Modern Drug Testing Laboratory Kathua (J&K),,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
28,Robiflam-SP,UTGRFB401,May-24,Apr-26,"M/s.Khandelwal Laboratories Pvt Ltd , Plot No. 20 Sec-6 IIE , Sidcul , Pantnagar , US Nagar -263153 Uttarakhand Mrk. By : Khandelwal Laboratories Pvt Ltd ,79/87 , D-Lad Path Mumbai- 400033",The sample fails in the test for Description of tablets,Modern Drug Testing Laboratory Kathua (J&K),,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
29,Park 650,AT24/391,Aug-24,Jul-26,"M/s.Accuwell Medics Pvt Ltd Survey No 414 , Ashwamegh Industrial Estate Changodar Ahmedabad 382213 (Gujarat) Mrk. By : Heal Sure Lifesciences Pvt Ltd Plot No.",The sample fails in the test for Uniformity of Weight of Tablets & Assay content of Paracetamol,Modern Drug Testing Laboratory Kathua (J&K),,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
30,Dolomol 650,RBT-2042,Oct-24,Jun-27,"M/s. Rockbrook Overseas Pvt Ltd , DIC , Industrial Estate Govindsar , Kathua - 184102",The sample fails in the dissolution test of paracetamol,Modern Drug Testing Laboratory Kathua (J&K),,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
31,Albendazole Tablets IP 400 mg (ALBISTI – 400),PI28AH05,Jul-23,Dec-25,"M/s.Pure & Cure Healthcare Pvt. Ltd., (A subsidiary of Akums Drugs & Pharmaceuticals Ltd.,), Plot No. 26A, 27-30, Sector-8A, I.I.E., SIDCUL, Ranipur, Haridwar – 249403, Uttarakhand. Mfg. Lic. No. : 31/UA/2013.",The Sample does not conform to standard in respect of the test for “Dissolution”,"State Drugs Testing Laboratory, Agartala, Tripura.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
32,Amlodipine Besylate Tablets I.P. 2.5 mg (AMLODOSE – 2.5 ),SPT240321,Feb-24,Jan-26,"M/s.Salus Pharmaceuticals, 480/211, Harraipur, P.O. – Gurumajra, Teh. Baddi, Dist. Solan, Himachal Pradesh – 173205",The Sample does not conform to standard in respect of the test for “Assay & Uniformity of Content”,"State Drugs Testing Laboratory, Agartala, Tripura.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
33,Amoxycillin with Potassium Clavulanate Tablets I.P. (CLAIM – CV 625),CT/24/747,Oct-24,Mar-26,"M/s.Ciphem Pharma, Plot No.: 30, Subhlakshmi Ind. Estate, Opp. Sanket Ind. Estate, At: Morraya, Ta: Sanand, Dist.: Ahmedabad – 382213. Mfg. Lic. No. : G/28/1738.","The Sample does not conform to standard in respect of the test for “Uniformity of weight, Dissolution & Assay”","State Drugs Testing Laboratory, Agartala, Tripura.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
34,Amoxycillin& Potassium Clavulanate Tablets I.P (AGECLAV – 375 Tablets),JMT-240801A,Aug-24,Jan-26,"M/s.JMM Formulation Pvt. Ltd., (A WHO GMP & GLP Certified Company), Vill: Khari, Mouza-Ogli, Suketi Road, Kala Amb, Tehsil: Nahan, Dist: Sirmour, Himachal Pradesh – 173030.",The Sample does not conform to Standard Quality in respect of the test for “Dissolution of Amoxycillin”.,"State Drugs Testing Laboratory, Agartala, Tripura.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
35,Zinc Sulphate Tablets I.P. 20 mg (TONZEE 20),ZS-2404,May-24,Apr-26,"M/s.Torino Laboratories Pvt. Ltd., Fact: Plot No. 65/1, Sector 1, Pithampur – 454775, Dist. Dhar (INDIA).",The Sample does not conform to Standard Quality in respect of the test for “Disintegration”.,"State Drugs Testing Laboratory, Agartala, Tripura.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
36,Telmisartan Tablets I.P. 20 mg (TELSAT – 20),ST2T2302,Mar-24,Feb-26,"M/s.Goodman Pharmaceuticals, Plot No. B3-B8, PIPDIC Electronic Park, Thirubhuvanai, Poducherry – 605107",The Sample does not conform to standard in respect of the test for “Dissolution” performed.,"State Drugs Testing Laboratory, Agartala, Tripura.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
37,Amoxycillin& Potassium Clavulanate Tablets I.P. 625 mg (TIMOX – CV 625),AXP5F5007,Jan-25,Dec-26,"M/s.Sucantis Bio Tech Pvt. Ltd., Plot No.: E-127 & 128, Ind. Area Bahadarabad, Haridwar (Uttarakhand) – 249402, Mfg. Lic. No.: 19/UA/SC/P - 2023",The sample does not conform to standard quality in respect of the test for “Dissolution of Amoxycillin”,"State Drugs Testing Laboratory, Agartala, Tripura.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
38,Amoxycillin& Potassium Clavulanate Tablets I.P (AMOXMED – CV 625 Tablets),ABT24071,May-24,Oct-25,"M/s.Alexa Pharmaceuticals, Plot No: 20 Ext HPSIDC, Ind Area, Baddi, Dist. Solan (H.P.) – 173205, Mfg. Lic. No. : L/21/2638/MNB & L/21/2639/MB",The sample does not conform to standard quality in respect of the test for “Dissolution & Assay”.,"State Drugs Testing Laboratory, Agartala, Tripura.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
39,Albendazole Tablets I.P. 400 mg (B-ZOLE 400 mg),T50120A,Feb-25,Jan-27,"M/s.Samson Laboratories Pvt. Ltd., (WHO-GMP Certified Company), 152, Sansiwala, Barotiwala, Distt. Solan (H.P.) – 174103, Mfg. Lic. No. : MNB/05/156.",The sample does not conform to standard quality in respect of the test for “Dissolution”,"State Drugs Testing Laboratory, Agartala, Tripura.",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
40,"Methylcobalamin, Alpha Lipoic Acid, Pyridoxine Hydrochloride, Folic Acid, Inositol & Niacinamide Softgel Capsules (S-Neuro Plus)",SD240762,Apr-24,Sep-25,"M/s. Bajaj Nutraceuticals, 328M, Raipur Industrial Area, Bhagwanpur, Roorkee Distt. Haridwar-247661, (U.K.)","(1) For the received sample Methylcobalamin, Alpha Lipoic Acid, Pyridoxine Hydrochloride, Folic Acid, Inositol & Niacinamide Softgel Capsules (S-NEURO PLUS), Leakage of the soft gelatin capsules was observed which should not be present as per rule 124B of the Drugs Rules,1945 (2) Does not comply with respect to test for Desintegration","State lab , Puducherry",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
41,Telmisartan & Amlodipine TabletsIP (Lanztel-AM),RHT24-402,Jul-24,Jun-26,"M/s Revantis Healthcare, Plot No. 124, HPSIDC, Industrial Area, Baddi, Distt. Soaln (H.P)-173205",Does not comply with respect to test for Assay,"State lab , Puducherry",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
42,Aceclofenac & Paracetamol Tablets (A- Sid Tablets),HT-2401253,Dec-24,Nov-26,"M/s.Helax Healthcare Private Limited., Khasra No. 410,Vill- Karondi Roorkee - 247667,Distt- Haridwar (UK)","(1)The sample received is labelled as Aceclofenac & Paracetamol Tablets, however Aceclofenac & Paracetamol Tablets is an official IP monograph","State lab , Puducherry",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
43,Aceclofenac & Paracetamol Tablets (Aceclon-P),NTT250578,Feb-25,Jan-28,"M/s. Nanoceut Therapeutics Pvt. Ltd., R.S.No.104/19A,E.V.R Street, Sedarapet, Puducherry-605111","The sample received is labelled as Aceclofenac And Paracetamol Tablets (Aceclon-P) , however Aceclofenac And Paracetamol Tablets is an official IP monograph (IP Addendum 2024) hence should be labelled as Aceclofenac And Paracetamol Tablets IP.","State lab , Puducherry",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
44,Bromhexine Hcl Tabs. IP 8mg (Bronco),BRO-2401,Jun-24,May-27,"M/s. Medibest Pharma Pvt. Ltd. N-31,Sidco Indl.Estate,Hosur,TN","(1) The label of the received sample Bromhexine Hcl Tabs. IP 8mg (BRONCO), mentions the proper name of the drug whose font size is smaller than the brand name whereas the proper name of the drug should be at least two font size larger than the brand name as prescribed under Rule 96 (1), i (A) of the Drugs and Cosmetics Rules. (2) The name of the received sample mentions as Bromhexine HCL Tabs. IP 8mg, however","State lab , Puducherry",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
45,Amoxycillin Capsules IP 250mg (Amoxi 250),MT14AC08,Aug-23,Jul-25,"M/s.Malik Lifesciences Pvt. Ltd., Plot No. 16, Vardhman Indl. Estate, Vill-Bahadarpur Saini, N.H.58, Haridwar-247 667",Does not comply with respect to test for Assay,"State lab , Puducherry",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
46,Tamsulosin Hydrochloride & Dutasteride tab (Urimax- D,4GH0097,Dec-23,Nov-25,"M/s. Cipla Ltd., Verna Indl. Estate, Goa-403722",Negative for the presence of Tamsulosin Hydrochloride & Dutasteride,"State Drug Control & Research Lab, West Bengal",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
47,Ursodeoxycholic acid Tablets IP 300 mg,UDS-501,Aug-24,Jul-26,"M/s.Healers Lab Unit II Plot NO. 33, H.P.S.I.D.C. , Extn., Baddi, Distt. Solan H.P.",The sample does not confirm to claim as per IP 2022 in respect to the Dissolution of Ursodiol ( Ursodeoxycholic Acid),DTL Baddi Distt. Solan,,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
48,Ferrous Sulphate & Folic Acid Syrup IP,FSF-158,Oct-24,Sep-26,"M/s.Medipol Pharmaceuticals India Pvt. Ltd. 1199/3, Bhud Baddi, Distt. Solan H.P.",The sample does not conform to claim as per IP 2022 in respect to the Test of Free Ferric Compounds & Assay of Folic Acid.,DTL Baddi Distt. Solan,,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
49,Ibuprofen Oral Suspension BP 100 mg/5ml,IBS-022,Jul-24,Jun-26,"M/s.Medipol Pharmaceuticals India Pvt. Ltd. 1199/3, Bhud Baddi, Distt. Solan H.P.",The sample does not conform to claim as per BP 2024 in respect to the Assay of Ibuprofen.,DTL Baddi Distt. Solan,,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
50,Montelukast Sodium & Levocetirizine Dihydrochloride Tablets IP (BLUCAST-L),ZP24T176,Aug-24,Jul-26,"M/s. Zantic Pharmaceuticals Pvt. Ltd. (AGMP Certified Unit) G-86, UPSIDC, Industrial Area, Selaqui, Dehradun, Uttarakhand- 248011",The sample does not conform to claim as per IP 2022 in respect to the Dissolution of Montelukast & Levocetirizine Hydrochloride,DTL Baddi,,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
51,Alcinac-SR Tablets (Aceclofenac Sustained- release Tablets),9244001,May-24,Apr-26,"M/s.Leeford Healthcare Ltd. At: Plot No. 79-A & 79-B, EPIP, Phase-II, Vill. Thana, Tehsil Baddi, Distt. Solan 173205 (H.P.). India.",Dissolution of Aceclofenac.,"Drugs Testing Laboratory, Baddi",,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
52,Dapagliflozin Tablets IP (DAPAWOHN),HT2406181,Jun-24,May-26,M/s.Helax Healthcare Private Limited Khasra No.410 Village Karondi Roorkee Distt Haridwar,Assay and Uniformity of Content of Dapagliflozin,DTL Baddi Distt Solan HP,,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
53,Moxi-KT EYE DROPS (Moxifloxacin 0.5 % + Ketorolac 0.4% + H.P.M.C. 0.025 % Opthalmic solution),3780,Aug-24,Jul-26,"M/s.Eden Drugs Pvt. Ltd. S.G.R.D.J. Airport Road Meerankot Distt. Amritsar,Punjab",Assay of Ketorolac(80.75%),DTL Baddi Distt Solan HP,,,NSQ,State Laboratory,STATE NSQ MAY-2025.pdf,Medium
